game_name,scenario,description_part,participant1_name,participant1_profile,participant2_name,participant2_profile,choice_a,choice_b,is_last_row
Stag_Hunt,Tech_Innovation,"develop small gadgets. If both work on the breakthrough, they succeed and revolutionize the",You,Experienced engineer,Bob,Experienced engineer,"('cooperate', 'Collaborate on Breakthrough Technology')","('defect', 'Solo Gadget Development')",0
Stag_Hunt,Tech_Innovation,"industry. If one works on the breakthrough while the other develops gadgets, the breakthrough",You,Experienced engineer,Bob,Experienced engineer,"('cooperate', 'Collaborate on Breakthrough Technology')","('defect', 'Solo Gadget Development')",0
Stag_Hunt,Tech_Innovation,"engineer fails while the gadget engineer achieves small success. If both develop gadgets, they both",You,Experienced engineer,Bob,Experienced engineer,"('cooperate', 'Collaborate on Breakthrough Technology')","('defect', 'Solo Gadget Development')",0
Stag_Hunt,Tech_Innovation,achieve moderate success.,You,Experienced engineer,Bob,Experienced engineer,"('cooperate', 'Collaborate on Breakthrough Technology')","('defect', 'Solo Gadget Development')",1
Prisoners_Dilemma,Water Conservation,Two farmers with adjacent lands must decide whether to conserve water during a drought or use as,You,Farmer with adjacent land,Bob,Farmer with adjacent land,"('cooperate', 'Conserve water')","('defect', 'Use as much as needed')",0
Prisoners_Dilemma,Water Conservation,"much as they need. If both conserve, the water lasts longer for both. If one conserves while the",You,Farmer with adjacent land,Bob,Farmer with adjacent land,"('cooperate', 'Conserve water')","('defect', 'Use as much as needed')",0
Prisoners_Dilemma,Water Conservation,"other doesn't, the non-conserver benefits while the conserver risks crop loss. If neither conserves,",You,Farmer with adjacent land,Bob,Farmer with adjacent land,"('cooperate', 'Conserve water')","('defect', 'Use as much as needed')",0
Prisoners_Dilemma,Water Conservation,the water runs out quickly.,You,Farmer with adjacent land,Bob,Farmer with adjacent land,"('cooperate', 'Conserve water')","('defect', 'Use as much as needed')",1
Prisoners_Dilemma,Resource Sharing in Space,Two astronauts on a space station must decide whether to share their limited supply of oxygen or,You,Astronaut on the space station,Bob,Astronaut on the space station,"('cooperate', 'Share oxygen')","('defect', 'Hoard oxygen')",0
Prisoners_Dilemma,Resource Sharing in Space,"hoard it. If both share, they can last until resupply. If one hoards while the other shares, the",You,Astronaut on the space station,Bob,Astronaut on the space station,"('cooperate', 'Share oxygen')","('defect', 'Hoard oxygen')",0
Prisoners_Dilemma,Resource Sharing in Space,"hoarder survives longer while the sharer risks running out. If both hoard, both face severe oxygen",You,Astronaut on the space station,Bob,Astronaut on the space station,"('cooperate', 'Share oxygen')","('defect', 'Hoard oxygen')",0
Prisoners_Dilemma,Resource Sharing in Space,shortages.,You,Astronaut on the space station,Bob,Astronaut on the space station,"('cooperate', 'Share oxygen')","('defect', 'Hoard oxygen')",1
Prisoners_Dilemma,Environmental Conservation,"Two neighboring farmers, You and Bob, must decide whether to adopt environmentally friendly",You,Farmer,Bob,Farmer,"('cooperate', 'Adopt Eco-Friendly Practices')","('defect', 'Use Conventional Methods')",0
Prisoners_Dilemma,Environmental Conservation,"practices or continue using conventional methods. If both adopt eco-friendly practices, they receive",You,Farmer,Bob,Farmer,"('cooperate', 'Adopt Eco-Friendly Practices')","('defect', 'Use Conventional Methods')",0
Prisoners_Dilemma,Environmental Conservation,"a grant for sustainable farming. If one adopts while the other doesn't, the adopter bears higher",You,Farmer,Bob,Farmer,"('cooperate', 'Adopt Eco-Friendly Practices')","('defect', 'Use Conventional Methods')",0
Prisoners_Dilemma,Environmental Conservation,"costs while the other benefits from lower expenses. If neither adopts, they maintain current profits",You,Farmer,Bob,Farmer,"('cooperate', 'Adopt Eco-Friendly Practices')","('defect', 'Use Conventional Methods')",0
Prisoners_Dilemma,Environmental Conservation,but miss out on the grant.,You,Farmer,Bob,Farmer,"('cooperate', 'Adopt Eco-Friendly Practices')","('defect', 'Use Conventional Methods')",1
Prisoners_Dilemma,Environmental Policy,Two neighboring countries must decide on carbon emission policies. Each country can choose to reduce,You,Environmental Minister,Bob,Environmental Minister,"('cooperate', 'Reduce Emissions')","('defect', 'Continue Emissions')",0
Prisoners_Dilemma,Environmental Policy,"emissions or continue at current levels. If both reduce, global warming effects are mitigated. If",You,Environmental Minister,Bob,Environmental Minister,"('cooperate', 'Reduce Emissions')","('defect', 'Continue Emissions')",0
Prisoners_Dilemma,Environmental Policy,"one reduces while the other doesn't, the reducer bears economic costs. If both continue at current",You,Environmental Minister,Bob,Environmental Minister,"('cooperate', 'Reduce Emissions')","('defect', 'Continue Emissions')",0
Prisoners_Dilemma,Environmental Policy,"levels, environmental damage accelerates.",You,Environmental Minister,Bob,Environmental Minister,"('cooperate', 'Reduce Emissions')","('defect', 'Continue Emissions')",1
Prisoners_Dilemma,Neighborhood Watch Program,Two neighbors are part of a neighborhood watch program. Each neighbor must decide whether to,You,Neighbor,Bob,Neighbor,"('cooperate', 'Stay at Home')","('defect', 'Patrol')",0
Prisoners_Dilemma,Neighborhood Watch Program,"actively patrol at night or stay at home. If both patrol, the neighborhood is safer, and they",You,Neighbor,Bob,Neighbor,"('cooperate', 'Stay at Home')","('defect', 'Patrol')",0
Prisoners_Dilemma,Neighborhood Watch Program,"receive community recognition. If one patrols while the other stays home, the patroller feels",You,Neighbor,Bob,Neighbor,"('cooperate', 'Stay at Home')","('defect', 'Patrol')",0
Prisoners_Dilemma,Neighborhood Watch Program,"burdened while the other enjoys a peaceful night. If neither patrols, the neighborhood remains",You,Neighbor,Bob,Neighbor,"('cooperate', 'Stay at Home')","('defect', 'Patrol')",0
Prisoners_Dilemma,Neighborhood Watch Program,vulnerable to crime.,You,Neighbor,Bob,Neighbor,"('cooperate', 'Stay at Home')","('defect', 'Patrol')",1
Prisoners_Dilemma,Environmental Conservation Effort,Two park rangers are tasked with conserving a local forest. Each ranger must decide whether to,You,Park Ranger,Bob,Park Ranger,"('cooperate', 'Allow Logging')","('defect', 'Conserve')",0
Prisoners_Dilemma,Environmental Conservation Effort,implement strict conservation measures or allow limited logging. If both implement conservation,You,Park Ranger,Bob,Park Ranger,"('cooperate', 'Allow Logging')","('defect', 'Conserve')",0
Prisoners_Dilemma,Environmental Conservation Effort,"measures, the forest thrives, and they receive environmental awards. If one implements conservation",You,Park Ranger,Bob,Park Ranger,"('cooperate', 'Allow Logging')","('defect', 'Conserve')",0
Prisoners_Dilemma,Environmental Conservation Effort,"while the other allows logging, the conservationist feels undermined while the logger benefits",You,Park Ranger,Bob,Park Ranger,"('cooperate', 'Allow Logging')","('defect', 'Conserve')",0
Prisoners_Dilemma,Environmental Conservation Effort,"economically. If neither conserves, the forest degrades over time.",You,Park Ranger,Bob,Park Ranger,"('cooperate', 'Allow Logging')","('defect', 'Conserve')",1
Prisoners_Dilemma,Community Event Planning,"Two community organizers, You and Bob, are planning a local festival. They must decide whether to",You,Community Organizer,Bob,Community Organizer,"('cooperate', 'Stick to Budget')","('defect', 'Invest More in Entertainment')",0
Prisoners_Dilemma,Community Event Planning,"invest more in entertainment or stick to the planned budget. If both invest more, the festival is a",You,Community Organizer,Bob,Community Organizer,"('cooperate', 'Stick to Budget')","('defect', 'Invest More in Entertainment')",0
Prisoners_Dilemma,Community Event Planning,"hit but funds are depleted. If one invests more while the other doesn't, the investor gains more",You,Community Organizer,Bob,Community Organizer,"('cooperate', 'Stick to Budget')","('defect', 'Invest More in Entertainment')",0
Prisoners_Dilemma,Community Event Planning,"recognition. If neither invests more, the festival is modest but within budget.",You,Community Organizer,Bob,Community Organizer,"('cooperate', 'Stick to Budget')","('defect', 'Invest More in Entertainment')",1
Prisoners_Dilemma,Resource Allocation,Two project managers must decide how to allocate resources between their projects. If both allocate,You,Project Manager,Bob,Project Manager,"('cooperate', 'Balanced Allocation')","('defect', 'Heavy Allocation')",0
Prisoners_Dilemma,Resource Allocation,"heavily to their own projects, they strain the company resources but maximize their project's",You,Project Manager,Bob,Project Manager,"('cooperate', 'Balanced Allocation')","('defect', 'Heavy Allocation')",0
Prisoners_Dilemma,Resource Allocation,"output. If one allocates heavily while the other does not, the former gains more success while the",You,Project Manager,Bob,Project Manager,"('cooperate', 'Balanced Allocation')","('defect', 'Heavy Allocation')",0
Prisoners_Dilemma,Resource Allocation,"latter's project suffers. If neither allocates heavily, both projects proceed steadily but without",You,Project Manager,Bob,Project Manager,"('cooperate', 'Balanced Allocation')","('defect', 'Heavy Allocation')",0
Prisoners_Dilemma,Resource Allocation,exceptional results.,You,Project Manager,Bob,Project Manager,"('cooperate', 'Balanced Allocation')","('defect', 'Heavy Allocation')",1
Prisoners_Dilemma,Research Collaboration,Two researchers are working on a joint paper. They must decide whether to share their latest,You,Researcher,Bob,Researcher,"('cooperate', 'Share Findings')","('defect', 'Hold Back')",0
Prisoners_Dilemma,Research Collaboration,"findings or hold back for individual recognition. If both share openly, they produce a",You,Researcher,Bob,Researcher,"('cooperate', 'Share Findings')","('defect', 'Hold Back')",0
Prisoners_Dilemma,Research Collaboration,"groundbreaking paper. If one shares while the other holds back, the sharer feels exploited while the",You,Researcher,Bob,Researcher,"('cooperate', 'Share Findings')","('defect', 'Hold Back')",0
Prisoners_Dilemma,Research Collaboration,"other gains recognition. If neither shares, the paper is mediocre.",You,Researcher,Bob,Researcher,"('cooperate', 'Share Findings')","('defect', 'Hold Back')",1
Prisoners_Dilemma,Office Supplies Management,Two office managers are responsible for ordering supplies for their respective departments. Each,You,Office Manager,Bob,Office Manager,"('cooperate', 'Order as Needed')","('defect', 'Order in Bulk')",0
Prisoners_Dilemma,Office Supplies Management,"manager must decide whether to order in bulk or order only as needed. If both order in bulk, they",You,Office Manager,Bob,Office Manager,"('cooperate', 'Order as Needed')","('defect', 'Order in Bulk')",0
Prisoners_Dilemma,Office Supplies Management,"save money for the company and receive commendations. If one orders in bulk and the other doesn't,",You,Office Manager,Bob,Office Manager,"('cooperate', 'Order as Needed')","('defect', 'Order in Bulk')",0
Prisoners_Dilemma,Office Supplies Management,the one ordering in bulk risks overstocking while the other maintains a lean inventory. If neither,You,Office Manager,Bob,Office Manager,"('cooperate', 'Order as Needed')","('defect', 'Order in Bulk')",0
Prisoners_Dilemma,Office Supplies Management,"orders in bulk, they meet basic needs but miss out on cost savings.",You,Office Manager,Bob,Office Manager,"('cooperate', 'Order as Needed')","('defect', 'Order in Bulk')",1
Prisoners_Dilemma,Fishing Quota Management,Two fishermen must decide whether to stick to their agreed fishing quota or exceed it. If both stick,You,Fisherman in the local community,Bob,Fisherman in the local community,"('cooperate', 'Stick to quota')","('defect', 'Exceed quota')",0
Prisoners_Dilemma,Fishing Quota Management,"to the quota, the fish population remains sustainable. If one exceeds the quota, they gain a larger",You,Fisherman in the local community,Bob,Fisherman in the local community,"('cooperate', 'Stick to quota')","('defect', 'Exceed quota')",0
Prisoners_Dilemma,Fishing Quota Management,"catch while the other suffers. If both exceed the quota, the fish population collapses.",You,Fisherman in the local community,Bob,Fisherman in the local community,"('cooperate', 'Stick to quota')","('defect', 'Exceed quota')",1
Prisoners_Dilemma,Marketing Strategy,Two marketing managers are tasked with launching a new product. Each must decide whether to share,You,Marketing Manager,Bob,Marketing Manager,"('cooperate', 'Share Research')","('defect', 'Withhold Research')",0
Prisoners_Dilemma,Marketing Strategy,"their market research with the other. If both share, they can create a comprehensive strategy and",You,Marketing Manager,Bob,Marketing Manager,"('cooperate', 'Share Research')","('defect', 'Withhold Research')",0
Prisoners_Dilemma,Marketing Strategy,"achieve high sales. If one shares while the other doesn't, the sharer feels exploited while the non-",You,Marketing Manager,Bob,Marketing Manager,"('cooperate', 'Share Research')","('defect', 'Withhold Research')",0
Prisoners_Dilemma,Marketing Strategy,"sharer gains an edge. If neither shares, they achieve average sales.",You,Marketing Manager,Bob,Marketing Manager,"('cooperate', 'Share Research')","('defect', 'Withhold Research')",1
Prisoners_Dilemma,Resource Allocation in a Community Garden,You and Bob are members of a community garden. Each member must decide whether to contribute extra,You,Member of the community garden.,Bob,Member of the community garden.,"('cooperate', 'Contribute extra resources.')","('defect', 'Contribute no extra resources.')",0
Prisoners_Dilemma,Resource Allocation in a Community Garden,"resources (time, seeds, fertilizers) to improve the garden's yield. If both contribute, the garden",You,Member of the community garden.,Bob,Member of the community garden.,"('cooperate', 'Contribute extra resources.')","('defect', 'Contribute no extra resources.')",0
Prisoners_Dilemma,Resource Allocation in a Community Garden,"flourishes, and they both receive an abundant harvest. If one contributes while the other doesn't,",You,Member of the community garden.,Bob,Member of the community garden.,"('cooperate', 'Contribute extra resources.')","('defect', 'Contribute no extra resources.')",0
Prisoners_Dilemma,Resource Allocation in a Community Garden,"the one who contributes feels their efforts are taken advantage of, while the other enjoys the",You,Member of the community garden.,Bob,Member of the community garden.,"('cooperate', 'Contribute extra resources.')","('defect', 'Contribute no extra resources.')",0
Prisoners_Dilemma,Resource Allocation in a Community Garden,"benefits without extra work. If neither contributes, the garden produces a minimal yield, just",You,Member of the community garden.,Bob,Member of the community garden.,"('cooperate', 'Contribute extra resources.')","('defect', 'Contribute no extra resources.')",0
Prisoners_Dilemma,Resource Allocation in a Community Garden,enough to sustain them without any surplus.,You,Member of the community garden.,Bob,Member of the community garden.,"('cooperate', 'Contribute extra resources.')","('defect', 'Contribute no extra resources.')",1
Prisoners_Dilemma,Neighborhood Security,Two neighbors must decide whether to contribute to a shared security system or rely on the other to,You,Resident of the neighborhood,Bob,Resident of the neighborhood,"('cooperate', 'Contribute to security')","('defect', 'Do not contribute')",0
Prisoners_Dilemma,Neighborhood Security,"pay. If both contribute, the neighborhood is secure. If one contributes while the other doesn't, the",You,Resident of the neighborhood,Bob,Resident of the neighborhood,"('cooperate', 'Contribute to security')","('defect', 'Do not contribute')",0
Prisoners_Dilemma,Neighborhood Security,"non-contributor benefits without cost. If neither contributes, the neighborhood becomes unsafe.",You,Resident of the neighborhood,Bob,Resident of the neighborhood,"('cooperate', 'Contribute to security')","('defect', 'Do not contribute')",1
Prisoners_Dilemma,Academic Collaboration,"Two researchers, You and Bob, are working on a joint paper. They must decide whether to share their",You,Researcher,Bob,Researcher,"('cooperate', 'Share Latest Findings')","('defect', 'Hold Back Some Data')",0
Prisoners_Dilemma,Academic Collaboration,"latest findings or hold back some data. If both share, the paper is groundbreaking. If one shares",You,Researcher,Bob,Researcher,"('cooperate', 'Share Latest Findings')","('defect', 'Hold Back Some Data')",0
Prisoners_Dilemma,Academic Collaboration,"while the other doesn't, the sharer risks their data being used without equal contribution. If",You,Researcher,Bob,Researcher,"('cooperate', 'Share Latest Findings')","('defect', 'Hold Back Some Data')",0
Prisoners_Dilemma,Academic Collaboration,"neither shares, the paper is less impactful.",You,Researcher,Bob,Researcher,"('cooperate', 'Share Latest Findings')","('defect', 'Hold Back Some Data')",1
Prisoners_Dilemma,Team Presentation,Two team members must decide whether to prepare thoroughly for a joint presentation or rely on the,You,Team member for the presentation,Bob,Team member for the presentation,"('cooperate', 'Prepare thoroughly')","('defect', 'Rely on the other')",0
Prisoners_Dilemma,Team Presentation,"other to do the work. If both prepare, the presentation is excellent. If one prepares while the",You,Team member for the presentation,Bob,Team member for the presentation,"('cooperate', 'Prepare thoroughly')","('defect', 'Rely on the other')",0
Prisoners_Dilemma,Team Presentation,"other doesn't, the non-preparer benefits while the preparer works harder. If neither prepares, the",You,Team member for the presentation,Bob,Team member for the presentation,"('cooperate', 'Prepare thoroughly')","('defect', 'Rely on the other')",0
Prisoners_Dilemma,Team Presentation,presentation fails.,You,Team member for the presentation,Bob,Team member for the presentation,"('cooperate', 'Prepare thoroughly')","('defect', 'Rely on the other')",1
Prisoners_Dilemma,Office Resource Management,"Two colleagues, You and Bob, are responsible for managing shared office resources. They must decide",You,Office Manager,Bob,Office Manager,"('cooperate', 'Stick to Budget')","('defect', 'Order Extra Supplies')",0
Prisoners_Dilemma,Office Resource Management,"whether to order extra supplies or stick to the current budget. If both order extra, resources are",You,Office Manager,Bob,Office Manager,"('cooperate', 'Stick to Budget')","('defect', 'Order Extra Supplies')",0
Prisoners_Dilemma,Office Resource Management,"abundant but the budget is exceeded. If one orders extra while the other doesn't, the one ordering",You,Office Manager,Bob,Office Manager,"('cooperate', 'Stick to Budget')","('defect', 'Order Extra Supplies')",0
Prisoners_Dilemma,Office Resource Management,"extra faces scrutiny for overspending. If neither orders, resources are limited but the budget is",You,Office Manager,Bob,Office Manager,"('cooperate', 'Stick to Budget')","('defect', 'Order Extra Supplies')",0
Prisoners_Dilemma,Office Resource Management,maintained.,You,Office Manager,Bob,Office Manager,"('cooperate', 'Stick to Budget')","('defect', 'Order Extra Supplies')",1
Prisoners_Dilemma,Marketing Campaign,Two marketing managers must decide whether to launch an aggressive campaign or a standard one. If,You,Marketing Manager,Bob,Marketing Manager,"('cooperate', 'Standard Campaign')","('defect', 'Aggressive Campaign')",0
Prisoners_Dilemma,Marketing Campaign,"both choose aggressive, they gain market share but at a high cost. If one chooses aggressive while",You,Marketing Manager,Bob,Marketing Manager,"('cooperate', 'Standard Campaign')","('defect', 'Aggressive Campaign')",0
Prisoners_Dilemma,Marketing Campaign,"the other does not, the aggressive one gains significantly while the other loses ground. If neither",You,Marketing Manager,Bob,Marketing Manager,"('cooperate', 'Standard Campaign')","('defect', 'Aggressive Campaign')",0
Prisoners_Dilemma,Marketing Campaign,"chooses aggressive, they maintain their current market position.",You,Marketing Manager,Bob,Marketing Manager,"('cooperate', 'Standard Campaign')","('defect', 'Aggressive Campaign')",1
Prisoners_Dilemma,Treasure Hunt Expedition,You and Bob are part of an adventurous treasure hunt expedition. They have uncovered a clue leading,You,"Participant in the treasure hunt, equipped with a code input device.",Bob,"Participant in the treasure hunt, equipped with a code input device.","('cooperate', 'Activate the security bypass')","('defect', 'Trigger the security alarm')",0
Prisoners_Dilemma,Treasure Hunt Expedition,"them to an ancient crypt containing the treasure. To access the treasure, both need to input a code",You,"Participant in the treasure hunt, equipped with a code input device.",Bob,"Participant in the treasure hunt, equipped with a code input device.","('cooperate', 'Activate the security bypass')","('defect', 'Trigger the security alarm')",0
Prisoners_Dilemma,Treasure Hunt Expedition,simultaneously into their respective devices. Each device can either activate a security bypass or a,You,"Participant in the treasure hunt, equipped with a code input device.",Bob,"Participant in the treasure hunt, equipped with a code input device.","('cooperate', 'Activate the security bypass')","('defect', 'Trigger the security alarm')",0
Prisoners_Dilemma,Treasure Hunt Expedition,"security alarm. If both choose the security bypass, they successfully access the treasure and share",You,"Participant in the treasure hunt, equipped with a code input device.",Bob,"Participant in the treasure hunt, equipped with a code input device.","('cooperate', 'Activate the security bypass')","('defect', 'Trigger the security alarm')",0
Prisoners_Dilemma,Treasure Hunt Expedition,"the profits. If one chooses the bypass while the other triggers the alarm, the treasure remains",You,"Participant in the treasure hunt, equipped with a code input device.",Bob,"Participant in the treasure hunt, equipped with a code input device.","('cooperate', 'Activate the security bypass')","('defect', 'Trigger the security alarm')",0
Prisoners_Dilemma,Treasure Hunt Expedition,"inaccessible, but the one triggering the alarm secures exclusive rights and rewards from the",You,"Participant in the treasure hunt, equipped with a code input device.",Bob,"Participant in the treasure hunt, equipped with a code input device.","('cooperate', 'Activate the security bypass')","('defect', 'Trigger the security alarm')",0
Prisoners_Dilemma,Treasure Hunt Expedition,"expedition sponsors for thwarting a security threat. If both trigger the alarm, they remain stuck,",You,"Participant in the treasure hunt, equipped with a code input device.",Bob,"Participant in the treasure hunt, equipped with a code input device.","('cooperate', 'Activate the security bypass')","('defect', 'Trigger the security alarm')",0
Prisoners_Dilemma,Treasure Hunt Expedition,"and the treasure remains hidden, with no additional benefits to either of them.",You,"Participant in the treasure hunt, equipped with a code input device.",Bob,"Participant in the treasure hunt, equipped with a code input device.","('cooperate', 'Activate the security bypass')","('defect', 'Trigger the security alarm')",1
Prisoners_Dilemma,Community Project,Two community leaders must decide whether to invest in a joint community project or focus on their,You,Community Leader,Bob,Community Leader,"('cooperate', 'Joint Investment')","('defect', 'Individual Focus')",0
Prisoners_Dilemma,Community Project,"individual initiatives. If both invest in the joint project, the community benefits greatly. If one",You,Community Leader,Bob,Community Leader,"('cooperate', 'Joint Investment')","('defect', 'Individual Focus')",0
Prisoners_Dilemma,Community Project,"invests while the other focuses on individual initiatives, the investor feels taken advantage of",You,Community Leader,Bob,Community Leader,"('cooperate', 'Joint Investment')","('defect', 'Individual Focus')",0
Prisoners_Dilemma,Community Project,"while the other gains individual accolades. If neither invests, the community project fails to",You,Community Leader,Bob,Community Leader,"('cooperate', 'Joint Investment')","('defect', 'Individual Focus')",0
Prisoners_Dilemma,Community Project,launch.,You,Community Leader,Bob,Community Leader,"('cooperate', 'Joint Investment')","('defect', 'Individual Focus')",1
Prisoners_Dilemma,Community Event,Two community leaders are planning a local event. Each must decide whether to contribute their,You,Community Leader,Bob,Community Leader,"('cooperate', 'Contribute Volunteers')","('defect', 'Withhold Volunteers')",0
Prisoners_Dilemma,Community Event,"volunteers. If both contribute, the event is a success. If one contributes while the other doesn't,",You,Community Leader,Bob,Community Leader,"('cooperate', 'Contribute Volunteers')","('defect', 'Withhold Volunteers')",0
Prisoners_Dilemma,Community Event,"the contributor feels overburdened. If neither contributes, the event is mediocre.",You,Community Leader,Bob,Community Leader,"('cooperate', 'Contribute Volunteers')","('defect', 'Withhold Volunteers')",1
Prisoners_Dilemma,Academic Group Project,Two students are assigned a group project. Each student must decide whether to contribute equally or,You,Student,Bob,Student,"('cooperate', 'Slack')","('defect', 'Contribute Equally')",0
Prisoners_Dilemma,Academic Group Project,"let the other do most of the work. If both contribute equally, they receive a high grade and praise",You,Student,Bob,Student,"('cooperate', 'Slack')","('defect', 'Contribute Equally')",0
Prisoners_Dilemma,Academic Group Project,"from the professor. If one contributes more while the other slacks, the hard worker feels exploited",You,Student,Bob,Student,"('cooperate', 'Slack')","('defect', 'Contribute Equally')",0
Prisoners_Dilemma,Academic Group Project,"while the slacker enjoys free time. If neither contributes, the project is mediocre, and they",You,Student,Bob,Student,"('cooperate', 'Slack')","('defect', 'Contribute Equally')",0
Prisoners_Dilemma,Academic Group Project,receive a low grade.,You,Student,Bob,Student,"('cooperate', 'Slack')","('defect', 'Contribute Equally')",1
Prisoners_Dilemma,Research Grant Allocation,"Two senior researchers, You and Bob, have applied for a shared research grant. They must now decide",You,Senior researcher applying for the grant,Bob,Senior researcher applying for the grant,"('cooperate', 'Share data transparently')","('defect', 'Withhold data')",0
Prisoners_Dilemma,Research Grant Allocation,whether to transparently share their initial research data or keep it private while the grant,You,Senior researcher applying for the grant,Bob,Senior researcher applying for the grant,"('cooperate', 'Share data transparently')","('defect', 'Withhold data')",0
Prisoners_Dilemma,Research Grant Allocation,"committee reviews their applications. If both share their data transparently, the committee views",You,Senior researcher applying for the grant,Bob,Senior researcher applying for the grant,"('cooperate', 'Share data transparently')","('defect', 'Withhold data')",0
Prisoners_Dilemma,Research Grant Allocation,"them as highly cooperative, and they both receive equal portions of the grant funding. If one shares",You,Senior researcher applying for the grant,Bob,Senior researcher applying for the grant,"('cooperate', 'Share data transparently')","('defect', 'Withhold data')",0
Prisoners_Dilemma,Research Grant Allocation,"their data while the other withholds theirs, the one withholding data gets a higher individual grant",You,Senior researcher applying for the grant,Bob,Senior researcher applying for the grant,"('cooperate', 'Share data transparently')","('defect', 'Withhold data')",0
Prisoners_Dilemma,Research Grant Allocation,"as their work looks more unique, while the one sharing loses credibility for 'lack of originality.'",You,Senior researcher applying for the grant,Bob,Senior researcher applying for the grant,"('cooperate', 'Share data transparently')","('defect', 'Withhold data')",0
Prisoners_Dilemma,Research Grant Allocation,"If both withhold their data, the committee perceives their proposals as lacking transparency, and",You,Senior researcher applying for the grant,Bob,Senior researcher applying for the grant,"('cooperate', 'Share data transparently')","('defect', 'Withhold data')",0
Prisoners_Dilemma,Research Grant Allocation,funding is significantly reduced for both.,You,Senior researcher applying for the grant,Bob,Senior researcher applying for the grant,"('cooperate', 'Share data transparently')","('defect', 'Withhold data')",1
Battle_Of_Sexes,Team Project,Two colleagues are working on a project. One prefers using a creative approach while the other,You,Creative thinker,Bob,Methodical planner,"('option_a', 'Creative Approach')","('option_b', 'Structured Method')",0
Battle_Of_Sexes,Team Project,prefers a structured method. They both want to work together but have different ideas on how to,You,Creative thinker,Bob,Methodical planner,"('option_a', 'Creative Approach')","('option_b', 'Structured Method')",0
Battle_Of_Sexes,Team Project,proceed.,You,Creative thinker,Bob,Methodical planner,"('option_a', 'Creative Approach')","('option_b', 'Structured Method')",1
Battle_Of_Sexes,Charity Event,"Two organizers are planning a charity event. One wants to host a gala, while the other prefers a",You,Gala organizer,Bob,Sports event planner,"('option_a', 'Gala')","('option_b', 'Sports Event')",0
Battle_Of_Sexes,Charity Event,"sports event. They both prioritize hosting the event together over hosting separately, but have",You,Gala organizer,Bob,Sports event planner,"('option_a', 'Gala')","('option_b', 'Sports Event')",0
Battle_Of_Sexes,Charity Event,different event preferences.,You,Gala organizer,Bob,Sports event planner,"('option_a', 'Gala')","('option_b', 'Sports Event')",1
Battle_Of_Sexes,Holiday Celebration,"Family members are deciding on how to spend the holiday. One prefers a traditional dinner at home,",You,Homebody,Bob,Social butterfly,"('option_a', 'Dinner at Home')","('option_b', 'Festive Show')",0
Battle_Of_Sexes,Holiday Celebration,while the other prefers going out for a festive show. They both cherish family time over their,You,Homebody,Bob,Social butterfly,"('option_a', 'Dinner at Home')","('option_b', 'Festive Show')",0
Battle_Of_Sexes,Holiday Celebration,individual preferences.,You,Homebody,Bob,Social butterfly,"('option_a', 'Dinner at Home')","('option_b', 'Festive Show')",1
Battle_Of_Sexes,Team Building Activity,"Colleagues need to decide on a team-building activity. One prefers a cooking class, while the other",You,Culinary explorer,Bob,Puzzle solver,"('option_a', 'Cooking Class')","('option_b', 'Escape Room')",0
Battle_Of_Sexes,Team Building Activity,prefers an escape room. They both value team bonding over individual preferences.,You,Culinary explorer,Bob,Puzzle solver,"('option_a', 'Cooking Class')","('option_b', 'Escape Room')",1
Battle_Of_Sexes,Weekend Getaway,"Two friends are planning a weekend getaway. One prefers hiking in the mountains, while the other",You,Nature lover,Bob,Beach enthusiast,"('option_a', 'Hiking')","('option_b', 'Beach')",0
Battle_Of_Sexes,Weekend Getaway,enjoys relaxing at the beach. They both prefer spending the weekend together rather than apart but,You,Nature lover,Bob,Beach enthusiast,"('option_a', 'Hiking')","('option_b', 'Beach')",0
Battle_Of_Sexes,Weekend Getaway,have different preferred activities.,You,Nature lover,Bob,Beach enthusiast,"('option_a', 'Hiking')","('option_b', 'Beach')",1
Battle_Of_Sexes,Project Collaboration,Two project partners need to decide on a collaboration tool. One prefers using Slack while the other,You,Slack user,Bob,Teams user,"('option_a', 'Slack')","('option_b', 'Microsoft Teams')",0
Battle_Of_Sexes,Project Collaboration,prefers Microsoft Teams. They both prefer to collaborate using the same tool over using different,You,Slack user,Bob,Teams user,"('option_a', 'Slack')","('option_b', 'Microsoft Teams')",0
Battle_Of_Sexes,Project Collaboration,"tools, but each has a different preference.",You,Slack user,Bob,Teams user,"('option_a', 'Slack')","('option_b', 'Microsoft Teams')",1
Battle_Of_Sexes,Holiday Celebration,Two family members need to decide on how to celebrate a holiday. One prefers a traditional family,You,Family tradition enthusiast,Bob,Social butterfly,"('option_a', 'Family Dinner')","('option_b', 'Party with Friends')",0
Battle_Of_Sexes,Holiday Celebration,"dinner, while the other prefers a party with friends. They both value celebrating together over",You,Family tradition enthusiast,Bob,Social butterfly,"('option_a', 'Family Dinner')","('option_b', 'Party with Friends')",0
Battle_Of_Sexes,Holiday Celebration,"celebrating apart, but have different celebration preferences.",You,Family tradition enthusiast,Bob,Social butterfly,"('option_a', 'Family Dinner')","('option_b', 'Party with Friends')",1
Battle_Of_Sexes,Team Project,Two colleagues need to choose a project for their team. One wants to work on a tech innovation,You,Tech innovator,Bob,Community advocate,"('option_a', 'Tech Innovation')","('option_b', 'Community Service')",0
